"idCode","name","rarity","rarityId","sortOrder","metadataImageWidth","metadataImageHeight","actualFrontWidth","actualFrontHeight","frontDimensionsMatchMetadata","frontPath","backPath","frontUrl","backUrl"
"※BP01-RR06","Rarity","RR※","rarity-rjxaik3v","29","745","1040","745","1040","true","Rarity/※BP01-RR06__Rarity__front.png","Rarity/※BP01-RR06__Rarity__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/89668756f5311494dedfd2125ca4c892-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/7d4d986a49e3ef0d8339b6a1ae6d1540-745-1040.png"
"※BP01-GR01","Twilight Sparkle","GR※","rarity-nqqn52ar","30","744","1040","744","1040","true","Twilight Sparkle/※BP01-GR01__Twilight Sparkle__front.png","Twilight Sparkle/※BP01-GR01__Twilight Sparkle__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/f73f0785c5e7630dd9eff6fff1940e90-744-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/a469773c59eb85570efa99313184356f-745-1040.png"
"※BP01-GR02","Fluttershy","GR※","rarity-nqqn52ar","31","745","1040","745","1040","true","Fluttershy/※BP01-GR02__Fluttershy__front.png","Fluttershy/※BP01-GR02__Fluttershy__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/8bcda285bf2f8581187f1a6795c49911-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/a469773c59eb85570efa99313184356f-745-1040.png"
"※BP01-GR03","Pinkie Pie","GR※","rarity-nqqn52ar","32","745","1040","745","1040","true","Pinkie Pie/※BP01-GR03__Pinkie Pie__front.png","Pinkie Pie/※BP01-GR03__Pinkie Pie__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/9b8ad3b4efb23dc7e93a009630d337d1-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/a469773c59eb85570efa99313184356f-745-1040.png"
"※BP01-GR04","Applejack","GR※","rarity-nqqn52ar","33","744","1040","744","1040","true","Applejack/※BP01-GR04__Applejack__front.png","Applejack/※BP01-GR04__Applejack__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5b568b77bbdbd9e4b858921fddd6a57f-744-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/a469773c59eb85570efa99313184356f-745-1040.png"
"※BP01-GR05","Rainbow Dash","GR※","rarity-nqqn52ar","34","745","1040","745","1040","true","Rainbow Dash/※BP01-GR05__Rainbow Dash__front.png","Rainbow Dash/※BP01-GR05__Rainbow Dash__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5943d707cb6c1fe0406ca1610370b13f-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/a469773c59eb85570efa99313184356f-745-1040.png"
"※BP01-GR06","Rarity","GR※","rarity-nqqn52ar","35","745","1040","745","1040","true","Rarity/※BP01-GR06__Rarity__front.png","Rarity/※BP01-GR06__Rarity__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/8688554d14b8066561dc04d0212506a9-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/a469773c59eb85570efa99313184356f-745-1040.png"
"※BP01-CR01","Twilight Sparkle","CR※","rarity-wkifv678","36","745","1040","745","1040","true","Twilight Sparkle/※BP01-CR01__Twilight Sparkle__front.png","Twilight Sparkle/※BP01-CR01__Twilight Sparkle__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/ae8e90657215447975c68d79c3d46d1e-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR02","Fluttershy","CR※","rarity-wkifv678","37","745","1040","745","1040","true","Fluttershy/※BP01-CR02__Fluttershy__front.png","Fluttershy/※BP01-CR02__Fluttershy__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/9dcdfe65fb80a006a836d2810ea1c4e6-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR03","Pinkie Pie","CR※","rarity-wkifv678","38","745","1039","745","1039","true","Pinkie Pie/※BP01-CR03__Pinkie Pie__front.png","Pinkie Pie/※BP01-CR03__Pinkie Pie__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/a0b084aa2822d09547c8fdc372ea9eb0-745-1039.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR04","Applejack","CR※","rarity-wkifv678","39","745","1039","745","1039","true","Applejack/※BP01-CR04__Applejack__front.png","Applejack/※BP01-CR04__Applejack__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/b4efd88d39b5575a67b9314d33047941-745-1039.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR05","Rainbow Dash","CR※","rarity-wkifv678","40","745","1039","745","1039","true","Rainbow Dash/※BP01-CR05__Rainbow Dash__front.png","Rainbow Dash/※BP01-CR05__Rainbow Dash__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/9e5207c8d3715ba4dfeb177414e9b690-745-1039.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR06","Rarity","CR※","rarity-wkifv678","41","745","1039","745","1039","true","Rarity/※BP01-CR06__Rarity__front.png","Rarity/※BP01-CR06__Rarity__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/2d2fdee8d1c2d1bf5706b43c276f0380-745-1039.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR07","Twilight Sparkle","CR※","rarity-wkifv678","42","745","1040","745","1040","true","Twilight Sparkle/※BP01-CR07__Twilight Sparkle__front.png","Twilight Sparkle/※BP01-CR07__Twilight Sparkle__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/50e463803ab0c4503c2fdceea8e0df6f-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR08","Fluttershy","CR※","rarity-wkifv678","43","745","1030","745","1030","true","Fluttershy/※BP01-CR08__Fluttershy__front.png","Fluttershy/※BP01-CR08__Fluttershy__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/2c34d263df3ff7cacc75993a3542788c-745-1030.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR09","Pinkie Pie","CR※","rarity-wkifv678","44","745","1040","745","1040","true","Pinkie Pie/※BP01-CR09__Pinkie Pie__front.png","Pinkie Pie/※BP01-CR09__Pinkie Pie__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/abfb3996573255967b1f2f9550b71157-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR10","Applejack","CR※","rarity-wkifv678","45","745","1040","745","1040","true","Applejack/※BP01-CR10__Applejack__front.png","Applejack/※BP01-CR10__Applejack__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/4f76a75d1399e84312f6d3856ffd49ce-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR11","Rainbow Dash","CR※","rarity-wkifv678","46","745","1040","745","1040","true","Rainbow Dash/※BP01-CR11__Rainbow Dash__front.png","Rainbow Dash/※BP01-CR11__Rainbow Dash__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/4faee975b61766a80598c3346ef745e8-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"※BP01-CR12","Rarity","CR※","rarity-wkifv678","47","745","1040","745","1040","true","Rarity/※BP01-CR12__Rarity__front.png","Rarity/※BP01-CR12__Rarity__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/9c9d1775197441fe3268c50860306f0c-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14ab81a0a41a40e9eae6a21cd244a649-745-1040.png"
"BP01-SPR01","Sunlight in the Rain","SPR","rarity-d6b5v6ue","48","745","1040","745","1040","true","Sunlight in the Rain/BP01-SPR01__Sunlight in the Rain__front.png","Sunlight in the Rain/BP01-SPR01__Sunlight in the Rain__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/9fd1f1f6b3c718e255fd96a06ff7e244-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR02","Time for Clean-up!","SPR","rarity-d6b5v6ue","49","745","1040","745","1040","true","Time for Clean-up!/BP01-SPR02__Time for Clean-up!__front.png","Time for Clean-up!/BP01-SPR02__Time for Clean-up!__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/69f396e38182dd7f793eb3c0dc58baaf-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR03","Deliver letters","SPR","rarity-d6b5v6ue","50","745","1040","745","1040","true","Deliver letters/BP01-SPR03__Deliver letters__front.png","Deliver letters/BP01-SPR03__Deliver letters__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5a799eb5b94067975ccea6bc534719f3-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR04","Award Ceremony","SPR","rarity-d6b5v6ue","51","745","1040","745","1040","true","Award Ceremony/BP01-SPR04__Award Ceremony__front.png","Award Ceremony/BP01-SPR04__Award Ceremony__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/3d9e0b65b8a7b804dfdd41c7ea4ec7b6-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR05","Prepared to Go","SPR","rarity-d6b5v6ue","52","745","1040","745","1040","true","Prepared to Go/BP01-SPR05__Prepared to Go__front.png","Prepared to Go/BP01-SPR05__Prepared to Go__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/d3da55d772d15ba6ac8511ca88dc9855-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR06","Overspeed Warning!","SPR","rarity-d6b5v6ue","53","745","1040","745","1040","true","Overspeed Warning!/BP01-SPR06__Overspeed Warning!__front.png","Overspeed Warning!/BP01-SPR06__Overspeed Warning!__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5e89b695b28e709c64e7d24dac826bf2-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR07","Hair Curling","SPR","rarity-d6b5v6ue","54","745","1040","745","1040","true","Hair Curling/BP01-SPR07__Hair Curling__front.png","Hair Curling/BP01-SPR07__Hair Curling__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/07fd7d88549f5183a8614ee6d1e01123-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR08","Pillow Fight","SPR","rarity-d6b5v6ue","55","745","1040","745","1040","true","Pillow Fight/BP01-SPR08__Pillow Fight__front.png","Pillow Fight/BP01-SPR08__Pillow Fight__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/a428837caec1ddf76cb68b6c43482f71-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR09","Rain Under the Roof","SPR","rarity-d6b5v6ue","56","745","1040","745","1040","true","Rain Under the Roof/BP01-SPR09__Rain Under the Roof__front.png","Rain Under the Roof/BP01-SPR09__Rain Under the Roof__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5537a4a4d19c85d4404a561b868e5335-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR10","Wire Accident","SPR","rarity-d6b5v6ue","57","745","1040","745","1040","true","Wire Accident/BP01-SPR10__Wire Accident__front.png","Wire Accident/BP01-SPR10__Wire Accident__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/d31144f3cb170c00dbbaa5e8b23e8e33-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR11","Make a Cake","SPR","rarity-d6b5v6ue","58","745","1040","745","1040","true","Make a Cake/BP01-SPR11__Make a Cake__front.png","Make a Cake/BP01-SPR11__Make a Cake__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/64101ce74a9cc968ad91b5a449c73be2-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR12","Hoof Power Test","SPR","rarity-d6b5v6ue","59","745","1040","745","1040","true","Hoof Power Test/BP01-SPR12__Hoof Power Test__front.png","Hoof Power Test/BP01-SPR12__Hoof Power Test__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/0c88cca5a0f3adc3a55eae3409676701-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR13","Tense Competition","SPR","rarity-d6b5v6ue","60","745","1040","745","1040","true","Tense Competition/BP01-SPR13__Tense Competition__front.png","Tense Competition/BP01-SPR13__Tense Competition__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/8da38355c6451b32785b9bea22ec6222-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
